Pin,Occurrence, Percentage
1602,59 0.,4.8756E+15
2804,59 0.,4.8756E+15
5088,58 0.,4.79296E+15
7952,58 0.,4.79296E+15
1891,58 0.,4.79296E+15
5568,58 0.,4.79296E+15
3105,58 0.,4.79296E+15
6569,58 0.,4.79296E+15
9922,58 0.,4.79296E+15
8689,58 0.,4.79296E+15
5416,58 0.,4.79296E+15
8972,58 0.,4.79296E+15
2912,58 0.,4.79296E+15
6622,58 0.,4.79296E+15
2142,58 0.,4.79296E+15
5325,58 0.,4.79296E+15
8923,58 0.,4.79296E+15
5026,58 0.,4.79296E+15
5180,58 0.,4.79296E+15
3327,58 0.,4.79296E+15
8285,58 0.,4.79296E+15
2180,58 0.,4.79296E+15
5137,58 0.,4.79296E+15
3130,58 0.,4.79296E+15
3700,58 0.,4.79296E+15
2895,58 0.,4.79296E+15
6250,58 0.,4.79296E+15
2632,58 0.,4.79296E+15
2806,58 0.,4.79296E+15
9699,58 0.,4.79296E+15
6366,58 0.,4.79296E+15
8508,58 0.,4.79296E+15
6869,58 0.,4.79296E+15
4418,58 0.,4.79296E+15
6610,58 0.,4.79296E+15
9426,58 0.,4.79296E+15
8857,58 0.,4.79296E+15
3526,58 0.,4.79296E+15
6200,58 0.,4.79296E+15
1725,58 0.,4.79296E+15
1704,58 0.,4.79296E+15
2317,58 0.,4.79296E+15
8102,58 0.,4.79296E+15
5185,58 0.,4.79296E+15
5631,58 0.,4.79296E+15
2662,58 0.,4.79296E+15
2532,58 0.,4.79296E+15
8501,58 0.,4.79296E+15
8208,58 0.,4.79296E+15
1136,58 0.,4.79296E+15
4654,58 0.,4.79296E+15
1085,58 0.,4.79296E+15
1577,58 0.,4.79296E+15
2882,58 0.,4.79296E+15
8838,58 0.,4.79296E+15
7531,58 0.,4.79296E+15
1708,58 0.,4.79296E+15
6800,58 0.,4.79296E+15
3144,58 0.,4.79296E+15
4050,58 0.,4.79296E+15
2733,58 0.,4.79296E+15
3410,58 0.,4.79296E+15
4256,58 0.,4.79296E+15
5127,58 0.,4.79296E+15
1877,58 0.,4.79296E+15
2405,58 0.,4.79296E+15
2333,58 0.,4.79296E+15
2808,58 0.,4.79296E+15
2703,58 0.,4.79296E+15
5237,57 0.,4.71033E+15
8481,57 0.,4.71033E+15
3251,57 0.,4.71033E+15
5025,57 0.,4.71033E+15
3738,57 0.,4.71033E+15
8741,57 0.,4.71033E+15
7910,57 0.,4.71033E+15
5023,57 0.,4.71033E+15
1628,57 0.,4.71033E+15
9878,57 0.,4.71033E+15
8916,57 0.,4.71033E+15
5199,57 0.,4.71033E+15
2419,57 0.,4.71033E+15
5238,57 0.,4.71033E+15
5565,57 0.,4.71033E+15
7798,57 0.,4.71033E+15
8795,57 0.,4.71033E+15
2351,57 0.,4.71033E+15
2151,57 0.,4.71033E+15
2575,57 0.,4.71033E+15
90,57 0.,4.71033E+15
300,57 0.,4.71033E+15
8831,57 0.,4.71033E+15
8471,57 0.,4.71033E+15
5116,57 0.,4.71033E+15
8696,57 0.,4.71033E+15
6263,57 0.,4.71033E+15
2433,57 0.,4.71033E+15
3389,57 0.,4.71033E+15
1723,57 0.,4.71033E+15
6236,57 0.,4.71033E+15
8784,57 0.,4.71033E+15
8592,57 0.,4.71033E+15
1265,57 0.,4.71033E+15
8524,57 0.,4.71033E+15
1375,57 0.,4.71033E+15
8926,57 0.,4.71033E+15
8090,57 0.,4.71033E+15
1079,57 0.,4.71033E+15
1361,57 0.,4.71033E+15
8009,57 0.,4.71033E+15
476,57 0.,4.71033E+15
8883,57 0.,4.71033E+15
9797,57 0.,4.71033E+15
1545,57 0.,4.71033E+15
1756,57 0.,4.71033E+15
6616,57 0.,4.71033E+15
8633,57 0.,4.71033E+15
8409,57 0.,4.71033E+15
5269,57 0.,4.71033E+15
2909,57 0.,4.71033E+15
7763,57 0.,4.71033E+15
3511,57 0.,4.71033E+15
2047,57 0.,4.71033E+15
3396,57 0.,4.71033E+15
8108,57 0.,4.71033E+15
5066,57 0.,4.71033E+15
3177,57 0.,4.71033E+15
8778,57 0.,4.71033E+15
3800,57 0.,4.71033E+15
8452,57 0.,4.71033E+15
8466,57 0.,4.71033E+15
6630,57 0.,4.71033E+15
8507,57 0.,4.71033E+15
4120,57 0.,4.71033E+15
8216,57 0.,4.71033E+15
5101,57 0.,4.71033E+15
8707,57 0.,4.71033E+15
1824,57 0.,4.71033E+15
745,57 0.,4.71033E+15
8565,57 0.,4.71033E+15
1196,57 0.,4.71033E+15
2655,57 0.,4.71033E+15
4028,57 0.,4.71033E+15
2444,57 0.,4.71033E+15
1174,56 0.,4.62769E+15
457,56 0.,4.62769E+15
2177,56 0.,4.62769E+15
1157,56 0.,4.62769E+15
8905,56 0.,4.62769E+15
8385,56 0.,4.62769E+15
1622,56 0.,4.62769E+15
6618,56 0.,4.62769E+15
6501,56 0.,4.62769E+15
8742,56 0.,4.62769E+15
9452,56 0.,4.62769E+15
996,56 0.,4.62769E+15
6888,56 0.,4.62769E+15
8006,56 0.,4.62769E+15
5699,56 0.,4.62769E+15
7877,56 0.,4.62769E+15
4268,56 0.,4.62769E+15
9919,56 0.,4.62769E+15
8772,56 0.,4.62769E+15
8251,56 0.,4.62769E+15
7426,56 0.,4.62769E+15
8708,56 0.,4.62769E+15
1055,56 0.,4.62769E+15
5129,56 0.,4.62769E+15
200,56 0.,4.62769E+15
4213,56 0.,4.62769E+15
7321,56 0.,4.62769E+15
9903,56 0.,4.62769E+15
6987,56 0.,4.62769E+15
3518,56 0.,4.62769E+15
5445,56 0.,4.62769E+15
5912,56 0.,4.62769E+15
3747,56 0.,4.62769E+15
8875,56 0.,4.62769E+15
6866,56 0.,4.62769E+15
2138,56 0.,4.62769E+15
3855,56 0.,4.62769E+15
5587,56 0.,4.62769E+15
1143,56 0.,4.62769E+15
26,56 0.,4.62769E+15
1182,56 0.,4.62769E+15
4156,56 0.,4.62769E+15
4518,56 0.,4.62769E+15
5536,56 0.,4.62769E+15
3319,56 0.,4.62769E+15
2442,56 0.,4.62769E+15
2352,56 0.,4.62769E+15
8817,56 0.,4.62769E+15
1806,56 0.,4.62769E+15
3695,56 0.,4.62769E+15
2068,56 0.,4.62769E+15
1427,56 0.,4.62769E+15
74,56 0.,4.62769E+15
268,56 0.,4.62769E+15
1848,56 0.,4.62769E+15
4421,56 0.,4.62769E+15
2427,56 0.,4.62769E+15
1776,56 0.,4.62769E+15
8571,55 0.,4.54505E+15
5268,55 0.,4.54505E+15
3088,55 0.,4.54505E+15
3360,55 0.,4.54505E+15
8419,55 0.,4.54505E+15
3264,55 0.,4.54505E+15
1072,55 0.,4.54505E+15
9517,55 0.,4.54505E+15
3080,55 0.,4.54505E+15
3614,55 0.,4.54505E+15
2141,55 0.,4.54505E+15
3217,55 0.,4.54505E+15
3016,55 0.,4.54505E+15
8628,55 0.,4.54505E+15
8782,55 0.,4.54505E+15
4865,55 0.,4.54505E+15
8986,55 0.,4.54505E+15
8420,55 0.,4.54505E+15
6221,55 0.,4.54505E+15
6150,55 0.,4.54505E+15
2143,55 0.,4.54505E+15
8265,55 0.,4.54505E+15
8692,55 0.,4.54505E+15
2028,55 0.,4.54505E+15
2290,55 0.,4.54505E+15
4212,55 0.,4.54505E+15
5810,55 0.,4.54505E+15
8128,55 0.,4.54505E+15
8862,55 0.,4.54505E+15
7829,55 0.,4.54505E+15
7080,55 0.,4.54505E+15
798,55 0.,4.54505E+15
8867,55 0.,4.54505E+15
6658,55 0.,4.54505E+15
3505,55 0.,4.54505E+15
6260,55 0.,4.54505E+15
7876,55 0.,4.54505E+15
8656,55 0.,4.54505E+15
1845,55 0.,4.54505E+15
5022,55 0.,4.54505E+15
9414,55 0.,4.54505E+15
1799,55 0.,4.54505E+15
7011,55 0.,4.54505E+15
750,55 0.,4.54505E+15
9051,55 0.,4.54505E+15
1621,55 0.,4.54505E+15
8761,55 0.,4.54505E+15
8978,55 0.,4.54505E+15
7576,55 0.,4.54505E+15
3309,55 0.,4.54505E+15
85,55 0.,4.54505E+15
7874,55 0.,4.54505E+15
8928,55 0.,4.54505E+15
8745,55 0.,4.54505E+15
8542,55 0.,4.54505E+15
8606,55 0.,4.54505E+15
6680,55 0.,4.54505E+15
4025,55 0.,4.54505E+15
8325,55 0.,4.54505E+15
3135,55 0.,4.54505E+15
4688,55 0.,4.54505E+15
8100,55 0.,4.54505E+15
7978,55 0.,4.54505E+15
6266,55 0.,4.54505E+15
2128,55 0.,4.54505E+15
5312,55 0.,4.54505E+15
3114,55 0.,4.54505E+15
2464,55 0.,4.54505E+15
2631,55 0.,4.54505E+15
5731,55 0.,4.54505E+15
1601,55 0.,4.54505E+15
5911,55 0.,4.54505E+15
1286,55 0.,4.54505E+15
1702,55 0.,4.54505E+15
1831,55 0.,4.54505E+15
2225,55 0.,4.54505E+15
2843,55 0.,4.54505E+15
9688,55 0.,4.54505E+15
3364,55 0.,4.54505E+15
1187,55 0.,4.54505E+15
1938,55 0.,4.54505E+15
3525,54 0.,4.46242E+15
4832,54 0.,4.46242E+15
2601,54 0.,4.46242E+15
3393,54 0.,4.46242E+15
458,54 0.,4.46242E+15
3351,54 0.,4.46242E+15
234,54 0.,4.46242E+15
1790,54 0.,4.46242E+15
3507,54 0.,4.46242E+15
2621,54 0.,4.46242E+15
5528,54 0.,4.46242E+15
6667,54 0.,4.46242E+15
8705,54 0.,4.46242E+15
6274,54 0.,4.46242E+15
1827,54 0.,4.46242E+15
5463,54 0.,4.46242E+15
3116,54 0.,4.46242E+15
4519,54 0.,4.46242E+15
2040,54 0.,4.46242E+15
8242,54 0.,4.46242E+15
8286,54 0.,4.46242E+15
5691,54 0.,4.46242E+15
4479,54 0.,4.46242E+15
8945,54 0.,4.46242E+15
9912,54 0.,4.46242E+15
5879,54 0.,4.46242E+15
1060,54 0.,4.46242E+15
8125,54 0.,4.46242E+15
9258,54 0.,4.46242E+15
8302,54 0.,4.46242E+15
4113,54 0.,4.46242E+15
5419,54 0.,4.46242E+15
4018,54 0.,4.46242E+15
1720,54 0.,4.46242E+15
1039,54 0.,4.46242E+15
1805,54 0.,4.46242E+15
2402,54 0.,4.46242E+15
6533,54 0.,4.46242E+15
4501,54 0.,4.46242E+15
8168,54 0.,4.46242E+15
5154,54 0.,4.46242E+15
5136,54 0.,4.46242E+15
5811,54 0.,4.46242E+15
7580,54 0.,4.46242E+15
379,54 0.,4.46242E+15
4758,54 0.,4.46242E+15
3358,54 0.,4.46242E+15
3336,54 0.,4.46242E+15
7077,54 0.,4.46242E+15
4132,54 0.,4.46242E+15
2877,54 0.,4.46242E+15
5585,54 0.,4.46242E+15
8255,54 0.,4.46242E+15
758,54 0.,4.46242E+15
8999,54 0.,4.46242E+15
9821,54 0.,4.46242E+15
1349,54 0.,4.46242E+15
8685,54 0.,4.46242E+15
5545,54 0.,4.46242E+15
8731,54 0.,4.46242E+15
1287,54 0.,4.46242E+15
8015,54 0.,4.46242E+15
3638,54 0.,4.46242E+15
7725,54 0.,4.46242E+15
1807,54 0.,4.46242E+15
2086,54 0.,4.46242E+15
1392,54 0.,4.46242E+15
1615,54 0.,4.46242E+15
1655,54 0.,4.46242E+15
6911,54 0.,4.46242E+15
7708,54 0.,4.46242E+15
6663,54 0.,4.46242E+15
1706,54 0.,4.46242E+15
3280,54 0.,4.46242E+15
9925,54 0.,4.46242E+15
1153,54 0.,4.46242E+15
7023,54 0.,4.46242E+15
87,54 0.,4.46242E+15
1552,54 0.,4.46242E+15
3712,54 0.,4.46242E+15
2560,54 0.,4.46242E+15
438,54 0.,4.46242E+15
2469,54 0.,4.46242E+15
9511,54 0.,4.46242E+15
7588,54 0.,4.46242E+15
1626,54 0.,4.46242E+15
1574,54 0.,4.46242E+15
4412,53 0.,4.37978E+15
594,53 0.,4.37978E+15
3465,53 0.,4.37978E+15
8022,53 0.,4.37978E+15
8907,53 0.,4.37978E+15
2421,53 0.,4.37978E+15
1667,53 0.,4.37978E+15
1825,53 0.,4.37978E+15
4530,53 0.,4.37978E+15
5316,53 0.,4.37978E+15
3134,53 0.,4.37978E+15
8909,53 0.,4.37978E+15
4416,53 0.,4.37978E+15
1455,53 0.,4.37978E+15
8206,53 0.,4.37978E+15
9810,53 0.,4.37978E+15
1489,53 0.,4.37978E+15
3362,53 0.,4.37978E+15
1732,53 0.,4.37978E+15
8693,53 0.,4.37978E+15
3666,53 0.,4.37978E+15
6811,53 0.,4.37978E+15
3425,53 0.,4.37978E+15
3691,53 0.,4.37978E+15
8819,53 0.,4.37978E+15
8733,53 0.,4.37978E+15
8853,53 0.,4.37978E+15
5138,53 0.,4.37978E+15
8431,53 0.,4.37978E+15
9812,53 0.,4.37978E+15
9881,53 0.,4.37978E+15
2185,53 0.,4.37978E+15
988,53 0.,4.37978E+15
3613,53 0.,4.37978E+15
2815,53 0.,4.37978E+15
9831,53 0.,4.37978E+15
1606,53 0.,4.37978E+15
8574,53 0.,4.37978E+15
2704,53 0.,4.37978E+15
2378,53 0.,4.37978E+15
1814,53 0.,4.37978E+15
1722,53 0.,4.37978E+15
8081,53 0.,4.37978E+15
6628,53 0.,4.37978E+15
1690,53 0.,4.37978E+15
5686,53 0.,4.37978E+15
931,53 0.,4.37978E+15
3546,53 0.,4.37978E+15
7750,53 0.,4.37978E+15
8266,53 0.,4.37978E+15
5105,53 0.,4.37978E+15
1435,53 0.,4.37978E+15
5306,53 0.,4.37978E+15
3234,53 0.,4.37978E+15
1932,53 0.,4.37978E+15
9891,53 0.,4.37978E+15
7741,53 0.,4.37978E+15
5290,53 0.,4.37978E+15
5886,53 0.,4.37978E+15
8209,53 0.,4.37978E+15
8423,53 0.,4.37978E+15
8106,53 0.,4.37978E+15
6546,53 0.,4.37978E+15
3651,53 0.,4.37978E+15
3235,53 0.,4.37978E+15
9077,53 0.,4.37978E+15
5242,53 0.,4.37978E+15
3624,53 0.,4.37978E+15
1585,53 0.,4.37978E+15
8863,53 0.,4.37978E+15
2618,53 0.,4.37978E+15
5388,53 0.,4.37978E+15
5616,53 0.,4.37978E+15
1487,53 0.,4.37978E+15
971,53 0.,4.37978E+15
8016,53 0.,4.37978E+15
799,53 0.,4.37978E+15
2898,53 0.,4.37978E+15
2630,53 0.,4.37978E+15
7515,53 0.,4.37978E+15
1578,53 0.,4.37978E+15
7981,53 0.,4.37978E+15
4600,53 0.,4.37978E+15
2432,53 0.,4.37978E+15
7600,53 0.,4.37978E+15
1685,53 0.,4.37978E+15
1556,53 0.,4.37978E+15
3107,53 0.,4.37978E+15
9802,52 0.,4.29714E+15
3420,52 0.,4.29714E+15
3077,52 0.,4.29714E+15
61,52 0.,4.29714E+15
3337,52 0.,4.29714E+15
2163,52 0.,4.29714E+15
2597,52 0.,4.29714E+15
5823,52 0.,4.29714E+15
6122,52 0.,4.29714E+15
7745,52 0.,4.29714E+15
800,52 0.,4.29714E+15
7518,52 0.,4.29714E+15
9028,52 0.,4.29714E+15
9856,52 0.,4.29714E+15
2153,52 0.,4.29714E+15
8405,52 0.,4.29714E+15
3128,52 0.,4.29714E+15
2480,52 0.,4.29714E+15
7212,52 0.,4.29714E+15
3574,52 0.,4.29714E+15
8781,52 0.,4.29714E+15
5622,52 0.,4.29714E+15
8213,52 0.,4.29714E+15
5711,52 0.,4.29714E+15
8674,52 0.,4.29714E+15
4527,52 0.,4.29714E+15
8725,52 0.,4.29714E+15
6810,52 0.,4.29714E+15
3332,52 0.,4.29714E+15
2799,52 0.,4.29714E+15
2420,52 0.,4.29714E+15
8154,52 0.,4.29714E+15
3126,52 0.,4.29714E+15
3206,52 0.,4.29714E+15
8003,52 0.,4.29714E+15
1197,52 0.,4.29714E+15
3450,52 0.,4.29714E+15
1148,52 0.,4.29714E+15
4180,52 0.,4.29714E+15
1042,52 0.,4.29714E+15
9612,52 0.,4.29714E+15
1469,52 0.,4.29714E+15
4502,52 0.,4.29714E+15
8880,52 0.,4.29714E+15
7757,52 0.,4.29714E+15
2498,52 0.,4.29714E+15
1195,52 0.,4.29714E+15
5519,52 0.,4.29714E+15
5452,52 0.,4.29714E+15
1071,52 0.,4.29714E+15
5657,52 0.,4.29714E+15
1555,52 0.,4.29714E+15
8101,52 0.,4.29714E+15
7678,52 0.,4.29714E+15
871,52 0.,4.29714E+15
7157,52 0.,4.29714E+15
5499,52 0.,4.29714E+15
7781,52 0.,4.29714E+15
2705,52 0.,4.29714E+15
3553,52 0.,4.29714E+15
5451,52 0.,4.29714E+15
8478,52 0.,4.29714E+15
5653,52 0.,4.29714E+15
5281,52 0.,4.29714E+15
7654,52 0.,4.29714E+15
8547,52 0.,4.29714E+15
6015,52 0.,4.29714E+15
2090,52 0.,4.29714E+15
7801,52 0.,4.29714E+15
8699,52 0.,4.29714E+15
1889,52 0.,4.29714E+15
8661,52 0.,4.29714E+15
8458,52 0.,4.29714E+15
8358,52 0.,4.29714E+15
3433,52 0.,4.29714E+15
8424,52 0.,4.29714E+15
2980,52 0.,4.29714E+15
2696,52 0.,4.29714E+15
2718,52 0.,4.29714E+15
5028,52 0.,4.29714E+15
1176,52 0.,4.29714E+15
2838,52 0.,4.29714E+15
5469,52 0.,4.29714E+15
2772,52 0.,4.29714E+15
6245,52 0.,4.29714E+15
8031,52 0.,4.29714E+15
2701,52 0.,4.29714E+15
2268,51 0.,4.2145E+16
3533,51 0.,4.2145E+16
5157,51 0.,4.2145E+16
8976,51 0.,4.2145E+16
3268,51 0.,4.2145E+16
792,51 0.,4.2145E+16
5153,51 0.,4.2145E+16
5181,51 0.,4.2145E+16
9123,51 0.,4.2145E+16
8316,51 0.,4.2145E+16
8669,51 0.,4.2145E+16
6325,51 0.,4.2145E+16
789,51 0.,4.2145E+16
1057,51 0.,4.2145E+16
8607,51 0.,4.2145E+16
8413,51 0.,4.2145E+16
1892,51 0.,4.2145E+16
8991,51 0.,4.2145E+16
5822,51 0.,4.2145E+16
8019,51 0.,4.2145E+16
6535,51 0.,4.2145E+16
7908,51 0.,4.2145E+16
6235,51 0.,4.2145E+16
8313,51 0.,4.2145E+16
1076,51 0.,4.2145E+16
8516,51 0.,4.2145E+16
8382,51 0.,4.2145E+16
2539,51 0.,4.2145E+16
2036,51 0.,4.2145E+16
6255,51 0.,4.2145E+16
6066,51 0.,4.2145E+16
3966,51 0.,4.2145E+16
2566,51 0.,4.2145E+16
8109,51 0.,4.2145E+16
4543,51 0.,4.2145E+16
3519,51 0.,4.2145E+16
9052,51 0.,4.2145E+16
1874,51 0.,4.2145E+16
8614,51 0.,4.2145E+16
9293,51 0.,4.2145E+16
5010,51 0.,4.2145E+16
839,51 0.,4.2145E+16
880,51 0.,4.2145E+16
6524,51 0.,4.2145E+16
1135,51 0.,4.2145E+16
1562,51 0.,4.2145E+16
75,51 0.,4.2145E+16
1544,51 0.,4.2145E+16
5319,51 0.,4.2145E+16
8666,51 0.,4.2145E+16
8922,51 0.,4.2145E+16
5633,51 0.,4.2145E+16
8186,51 0.,4.2145E+16
573,51 0.,4.2145E+16
5526,51 0.,4.2145E+16
8982,51 0.,4.2145E+16
8977,51 0.,4.2145E+16
8870,51 0.,4.2145E+16
5030,51 0.,4.2145E+16
2547,51 0.,4.2145E+16
91,51 0.,4.2145E+16
4860,51 0.,4.2145E+16
1065,51 0.,4.2145E+16
8625,51 0.,4.2145E+16
4516,51 0.,4.2145E+16
2571,51 0.,4.2145E+16
5262,51 0.,4.2145E+16
4230,51 0.,4.2145E+16
1334,51 0.,4.2145E+16
6623,51 0.,4.2145E+16
1058,51 0.,4.2145E+16
5552,51 0.,4.2145E+16
4015,51 0.,4.2145E+16
4310,51 0.,4.2145E+16
3173,51 0.,4.2145E+16
1651,51 0.,4.2145E+16
354,51 0.,4.2145E+16
2827,51 0.,4.2145E+16
350,51 0.,4.2145E+16
6701,51 0.,4.2145E+16
5542,51 0.,4.2145E+16
6023,51 0.,4.2145E+16
4533,51 0.,4.2145E+16
8683,51 0.,4.2145E+16
2269,51 0.,4.2145E+16
8627,51 0.,4.2145E+16
3488,51 0.,4.2145E+16
4812,51 0.,4.2145E+16
2037,51 0.,4.2145E+16
662,51 0.,4.2145E+16
8291,51 0.,4.2145E+16
1560,51 0.,4.2145E+16
3791,51 0.,4.2145E+16
1709,51 0.,4.2145E+16
1652,51 0.,4.2145E+16
4458,51 0.,4.2145E+16
1632,51 0.,4.2145E+16
5259,51 0.,4.2145E+16
7021,51 0.,4.2145E+16
3922,51 0.,4.2145E+16
2561,51 0.,4.2145E+16
1283,51 0.,4.2145E+16
7931,51 0.,4.2145E+16
1167,51 0.,4.2145E+16
2903,51 0.,4.2145E+16
2904,51 0.,4.2145E+16
5434,50 0.,4.13187E+16
8783,50 0.,4.13187E+16
4127,50 0.,4.13187E+16
2457,50 0.,4.13187E+16
2985,50 0.,4.13187E+16
7001,50 0.,4.13187E+16
3335,50 0.,4.13187E+16
5322,50 0.,4.13187E+16
6218,50 0.,4.13187E+16
6656,50 0.,4.13187E+16
3810,50 0.,4.13187E+16
8695,50 0.,4.13187E+16
9008,50 0.,4.13187E+16
7988,50 0.,4.13187E+16
8619,50 0.,4.13187E+16
2833,50 0.,4.13187E+16
2220,50 0.,4.13187E+16
3911,50 0.,4.13187E+16
7612,50 0.,4.13187E+16
8457,50 0.,4.13187E+16
433,50 0.,4.13187E+16
1242,50 0.,4.13187E+16
3099,50 0.,4.13187E+16
5403,50 0.,4.13187E+16
3452,50 0.,4.13187E+16
6515,50 0.,4.13187E+16
8509,50 0.,4.13187E+16
8804,50 0.,4.13187E+16
5461,50 0.,4.13187E+16
1883,50 0.,4.13187E+16
8601,50 0.,4.13187E+16
5532,50 0.,4.13187E+16
5243,50 0.,4.13187E+16
5652,50 0.,4.13187E+16
7986,50 0.,4.13187E+16
1249,50 0.,4.13187E+16
5696,50 0.,4.13187E+16
3145,50 0.,4.13187E+16
1282,50 0.,4.13187E+16
1194,50 0.,4.13187E+16
5458,50 0.,4.13187E+16
9710,50 0.,4.13187E+16
9006,50 0.,4.13187E+16
8086,50 0.,4.13187E+16
8052,50 0.,4.13187E+16
4135,50 0.,4.13187E+16
72,50 0.,4.13187E+16
2169,50 0.,4.13187E+16
4410,50 0.,4.13187E+16
7720,50 0.,4.13187E+16
8724,50 0.,4.13187E+16
1095,50 0.,4.13187E+16
8432,50 0.,4.13187E+16
8465,50 0.,4.13187E+16
1699,50 0.,4.13187E+16
999,50 0.,4.13187E+16
8499,50 0.,4.13187E+16
1678,50 0.,4.13187E+16
6564,50 0.,4.13187E+16
2818,50 0.,4.13187E+16
1061,50 0.,4.13187E+16
1064,50 0.,4.13187E+16
5780,50 0.,4.13187E+16
3568,50 0.,4.13187E+16
8150,50 0.,4.13187E+16
5614,50 0.,4.13187E+16
5422,50 0.,4.13187E+16
4159,50 0.,4.13187E+16
5818,50 0.,4.13187E+16
7088,50 0.,4.13187E+16
1875,50 0.,4.13187E+16
2282,50 0.,4.13187E+16
4891,50 0.,4.13187E+16
1382,50 0.,4.13187E+16
9118,50 0.,4.13187E+16
2633,50 0.,4.13187E+16
8475,50 0.,4.13187E+16
2545,50 0.,4.13187E+16
8677,50 0.,4.13187E+16
5569,50 0.,4.13187E+16
5287,50 0.,4.13187E+16
3103,50 0.,4.13187E+16
6900,50 0.,4.13187E+16
9311,50 0.,4.13187E+16
6166,50 0.,4.13187E+16
8315,49 0.,4.04923E+13
2245,49 0.,4.04923E+13
1353,49 0.,4.04923E+13
2570,49 0.,4.04923E+13
8300,49 0.,4.04923E+13
1873,49 0.,4.04923E+13
5508,49 0.,4.04923E+13
8468,49 0.,4.04923E+13
5899,49 0.,4.04923E+13
135,49 0.,4.04923E+13
1372,49 0.,4.04923E+13
1677,49 0.,4.04923E+13
5550,49 0.,4.04923E+13
9554,49 0.,4.04923E+13
8528,49 0.,4.04923E+13
8895,49 0.,4.04923E+13
1715,49 0.,4.04923E+13
4536,49 0.,4.04923E+13
2906,49 0.,4.04923E+13
8915,49 0.,4.04923E+13
2129,49 0.,4.04923E+13
5516,49 0.,4.04923E+13
5629,49 0.,4.04923E+13
7759,49 0.,4.04923E+13
7419,49 0.,4.04923E+13
333,49 0.,4.04923E+13
5768,49 0.,4.04923E+13
7778,49 0.,4.04923E+13
756,49 0.,4.04923E+13
3299,49 0.,4.04923E+13
8338,49 0.,4.04923E+13
933,49 0.,4.04923E+13
4013,49 0.,4.04923E+13
9108,49 0.,4.04923E+13
2375,49 0.,4.04923E+13
5816,49 0.,4.04923E+13
7848,49 0.,4.04923E+13
7865,49 0.,4.04923E+13
5524,49 0.,4.04923E+13
771,49 0.,4.04923E+13
599,49 0.,4.04923E+13
8268,49 0.,4.04923E+13
132,49 0.,4.04923E+13
598,49 0.,4.04923E+13
5401,49 0.,4.04923E+13
1433,49 0.,4.04923E+13
543,49 0.,4.04923E+13
4611,49 0.,4.04923E+13
8623,49 0.,4.04923E+13
6676,49 0.,4.04923E+13
5619,49 0.,4.04923E+13
1666,49 0.,4.04923E+13
9712,49 0.,4.04923E+13
6541,49 0.,4.04923E+13
8386,49 0.,4.04923E+13
4131,49 0.,4.04923E+13
8572,49 0.,4.04923E+13
3241,49 0.,4.04923E+13
6456,49 0.,4.04923E+13
7997,49 0.,4.04923E+13
6336,49 0.,4.04923E+13
858,49 0.,4.04923E+13
6980,49 0.,4.04923E+13
4311,49 0.,4.04923E+13
81,49 0.,4.04923E+13
2045,49 0.,4.04923E+13
5160,49 0.,4.04923E+13
500,49 0.,4.04923E+13
1267,49 0.,4.04923E+13
7689,49 0.,4.04923E+13
5648,49 0.,4.04923E+13
4055,49 0.,4.04923E+13
1561,49 0.,4.04923E+13
6453,49 0.,4.04923E+13
8827,49 0.,4.04923E+13
7300,49 0.,4.04923E+13
8271,49 0.,4.04923E+13
1436,49 0.,4.04923E+13
2658,49 0.,4.04923E+13
6620,49 0.,4.04923E+13
8684,49 0.,4.04923E+13
7658,49 0.,4.04923E+13
857,49 0.,4.04923E+13
5613,49 0.,4.04923E+13
8277,49 0.,4.04923E+13
9213,49 0.,4.04923E+13
5232,49 0.,4.04923E+13
1053,49 0.,4.04923E+13
7982,49 0.,4.04923E+13
2477,49 0.,4.04923E+13
2822,49 0.,4.04923E+13
8024,49 0.,4.04923E+13
1292,49 0.,4.04923E+13
7111,49 0.,4.04923E+13
1558,49 0.,4.04923E+13
7825,49 0.,4.04923E+13
9852,49 0.,4.04923E+13
2702,49 0.,4.04923E+13
9425,49 0.,4.04923E+13
2598,49 0.,4.04923E+13
1540,49 0.,4.04923E+13
2579,49 0.,4.04923E+13
2807,49 0.,4.04923E+13
9861,49 0.,4.04923E+13
7731,48 0.,3.96659E+14
152,48 0.,3.96659E+14
1634,48 0.,3.96659E+14
2635,48 0.,3.96659E+14
1547,48 0.,3.96659E+14
393,48 0.,3.96659E+14
1271,48 0.,3.96659E+14
3656,48 0.,3.96659E+14
5265,48 0.,3.96659E+14
5670,48 0.,3.96659E+14
5291,48 0.,3.96659E+14
770,48 0.,3.96659E+14
4022,48 0.,3.96659E+14
7714,48 0.,3.96659E+14
1054,48 0.,3.96659E+14
8671,48 0.,3.96659E+14
2271,48 0.,3.96659E+14
3825,48 0.,3.96659E+14
2665,48 0.,3.96659E+14
6212,48 0.,3.96659E+14
2348,48 0.,3.96659E+14
5161,48 0.,3.96659E+14
8027,48 0.,3.96659E+14
8333,48 0.,3.96659E+14
8517,48 0.,3.96659E+14
5986,48 0.,3.96659E+14
2817,48 0.,3.96659E+14
3692,48 0.,3.96659E+14
6696,48 0.,3.96659E+14
9091,48 0.,3.96659E+14
2891,48 0.,3.96659E+14
6128,48 0.,3.96659E+14
45,48 0.,3.96659E+14
8626,48 0.,3.96659E+14
9089,48 0.,3.96659E+14
8584,48 0.,3.96659E+14
7855,48 0.,3.96659E+14
