Pin,Occurrence, Percentage
4689,34 0.,2.80967E+15
3534,34 0.,2.80967E+15
9201,34 0.,2.80967E+15
5035,34 0.,2.80967E+15
8747,34 0.,2.80967E+15
8239,34 0.,2.80967E+15
5405,34 0.,2.80967E+15
8263,34 0.,2.80967E+15
8894,34 0.,2.80967E+15
8433,34 0.,2.80967E+15
8697,34 0.,2.80967E+15
6648,34 0.,2.80967E+15
8103,34 0.,2.80967E+15
2865,34 0.,2.80967E+15
7454,34 0.,2.80967E+15
471,34 0.,2.80967E+15
8932,34 0.,2.80967E+15
6871,34 0.,2.80967E+15
3829,34 0.,2.80967E+15
5172,34 0.,2.80967E+15
5827,34 0.,2.80967E+15
1264,34 0.,2.80967E+15
3869,34 0.,2.80967E+15
1473,34 0.,2.80967E+15
9501,34 0.,2.80967E+15
4198,34 0.,2.80967E+15
1751,34 0.,2.80967E+15
6991,34 0.,2.80967E+15
7886,34 0.,2.80967E+15
8597,34 0.,2.80967E+15
5092,34 0.,2.80967E+15
8236,34 0.,2.80967E+15
2845,34 0.,2.80967E+15
7471,34 0.,2.80967E+15
9122,34 0.,2.80967E+15
8235,34 0.,2.80967E+15
3539,34 0.,2.80967E+15
853,34 0.,2.80967E+15
4124,34 0.,2.80967E+15
2847,34 0.,2.80967E+15
9788,34 0.,2.80967E+15
3284,34 0.,2.80967E+15
6226,34 0.,2.80967E+15
6258,34 0.,2.80967E+15
9024,34 0.,2.80967E+15
3086,34 0.,2.80967E+15
4044,34 0.,2.80967E+15
5302,34 0.,2.80967E+15
9382,34 0.,2.80967E+15
2089,34 0.,2.80967E+15
7585,34 0.,2.80967E+15
8166,34 0.,2.80967E+15
5718,34 0.,2.80967E+15
9558,34 0.,2.80967E+15
4203,34 0.,2.80967E+15
3567,34 0.,2.80967E+15
7622,34 0.,2.80967E+15
3064,34 0.,2.80967E+15
288,34 0.,2.80967E+15
4143,34 0.,2.80967E+15
9591,34 0.,2.80967E+15
5733,34 0.,2.80967E+15
3980,34 0.,2.80967E+15
3728,34 0.,2.80967E+15
1445,34 0.,2.80967E+15
6584,34 0.,2.80967E+15
2881,34 0.,2.80967E+15
4752,34 0.,2.80967E+15
4134,34 0.,2.80967E+15
4023,34 0.,2.80967E+15
2950,34 0.,2.80967E+15
5634,34 0.,2.80967E+15
6596,34 0.,2.80967E+15
4503,34 0.,2.80967E+15
7831,34 0.,2.80967E+15
8935,34 0.,2.80967E+15
3680,34 0.,2.80967E+15
8538,34 0.,2.80967E+15
6570,34 0.,2.80967E+15
5643,34 0.,2.80967E+15
3035,34 0.,2.80967E+15
3729,34 0.,2.80967E+15
5490,34 0.,2.80967E+15
3182,34 0.,2.80967E+15
4154,34 0.,2.80967E+15
6854,34 0.,2.80967E+15
1660,34 0.,2.80967E+15
7413,34 0.,2.80967E+15
5159,34 0.,2.80967E+15
245,34 0.,2.80967E+15
3577,34 0.,2.80967E+15
5582,34 0.,2.80967E+15
5756,34 0.,2.80967E+15
1697,34 0.,2.80967E+15
9101,34 0.,2.80967E+15
6775,34 0.,2.80967E+15
9256,34 0.,2.80967E+15
7478,34 0.,2.80967E+15
7568,34 0.,2.80967E+15
5282,34 0.,2.80967E+15
3724,34 0.,2.80967E+15
8534,34 0.,2.80967E+15
4806,34 0.,2.80967E+15
6103,34 0.,2.80967E+15
580,34 0.,2.80967E+15
9822,34 0.,2.80967E+15
2238,34 0.,2.80967E+15
9131,34 0.,2.80967E+15
8084,34 0.,2.80967E+15
6923,34 0.,2.80967E+15
2831,34 0.,2.80967E+15
48,34 0.,2.80967E+15
1074,34 0.,2.80967E+15
9598,34 0.,2.80967E+15
3147,34 0.,2.80967E+15
7691,34 0.,2.80967E+15
4679,34 0.,2.80967E+15
4142,34 0.,2.80967E+15
7523,34 0.,2.80967E+15
5635,34 0.,2.80967E+15
2069,34 0.,2.80967E+15
8041,34 0.,2.80967E+15
434,34 0.,2.80967E+15
4103,34 0.,2.80967E+15
7019,34 0.,2.80967E+15
4090,34 0.,2.80967E+15
4423,34 0.,2.80967E+15
4432,34 0.,2.80967E+15
7574,34 0.,2.80967E+15
6932,34 0.,2.80967E+15
1454,34 0.,2.80967E+15
1539,34 0.,2.80967E+15
9102,34 0.,2.80967E+15
8152,34 0.,2.80967E+15
6684,34 0.,2.80967E+15
3548,34 0.,2.80967E+15
4470,34 0.,2.80967E+15
4975,34 0.,2.80967E+15
6712,34 0.,2.80967E+15
5174,34 0.,2.80967E+15
3572,34 0.,2.80967E+15
8749,34 0.,2.80967E+15
7222,34 0.,2.80967E+15
8985,34 0.,2.80967E+15
6157,34 0.,2.80967E+15
7489,34 0.,2.80967E+15
5029,34 0.,2.80967E+15
3244,34 0.,2.80967E+15
4698,34 0.,2.80967E+15
2676,34 0.,2.80967E+15
7150,34 0.,2.80967E+15
6237,34 0.,2.80967E+15
5964,34 0.,2.80967E+15
6801,34 0.,2.80967E+15
9858,34 0.,2.80967E+15
1679,34 0.,2.80967E+15
2896,34 0.,2.80967E+15
8417,34 0.,2.80967E+15
8085,34 0.,2.80967E+15
700,34 0.,2.80967E+15
4232,34 0.,2.80967E+15
6044,34 0.,2.80967E+15
2472,34 0.,2.80967E+15
5949,34 0.,2.80967E+15
8769,34 0.,2.80967E+15
9193,34 0.,2.80967E+15
1486,33 0.,2.72703E+16
3543,33 0.,2.72703E+16
3540,33 0.,2.72703E+16
7101,33 0.,2.72703E+16
3628,33 0.,2.72703E+16
469,33 0.,2.72703E+16
2775,33 0.,2.72703E+16
8113,33 0.,2.72703E+16
9830,33 0.,2.72703E+16
9468,33 0.,2.72703E+16
1395,33 0.,2.72703E+16
4126,33 0.,2.72703E+16
5898,33 0.,2.72703E+16
2227,33 0.,2.72703E+16
4253,33 0.,2.72703E+16
6833,33 0.,2.72703E+16
7563,33 0.,2.72703E+16
2590,33 0.,2.72703E+16
6138,33 0.,2.72703E+16
2063,33 0.,2.72703E+16
2297,33 0.,2.72703E+16
7561,33 0.,2.72703E+16
3599,33 0.,2.72703E+16
3444,33 0.,2.72703E+16
5289,33 0.,2.72703E+16
6068,33 0.,2.72703E+16
7152,33 0.,2.72703E+16
9941,33 0.,2.72703E+16
8337,33 0.,2.72703E+16
8460,33 0.,2.72703E+16
8068,33 0.,2.72703E+16
7857,33 0.,2.72703E+16
774,33 0.,2.72703E+16
1639,33 0.,2.72703E+16
5717,33 0.,2.72703E+16
7838,33 0.,2.72703E+16
4659,33 0.,2.72703E+16
9613,33 0.,2.72703E+16
6016,33 0.,2.72703E+16
5785,33 0.,2.72703E+16
8367,33 0.,2.72703E+16
3640,33 0.,2.72703E+16
7638,33 0.,2.72703E+16
3096,33 0.,2.72703E+16
256,33 0.,2.72703E+16
5892,33 0.,2.72703E+16
2986,33 0.,2.72703E+16
4693,33 0.,2.72703E+16
1895,33 0.,2.72703E+16
6179,33 0.,2.72703E+16
3286,33 0.,2.72703E+16
8343,33 0.,2.72703E+16
3716,33 0.,2.72703E+16
3544,33 0.,2.72703E+16
4331,33 0.,2.72703E+16
6418,33 0.,2.72703E+16
7584,33 0.,2.72703E+16
7205,33 0.,2.72703E+16
9868,33 0.,2.72703E+16
7592,33 0.,2.72703E+16
5628,33 0.,2.72703E+16
1627,33 0.,2.72703E+16
5083,33 0.,2.72703E+16
2744,33 0.,2.72703E+16
6062,33 0.,2.72703E+16
4453,33 0.,2.72703E+16
6568,33 0.,2.72703E+16
9625,33 0.,2.72703E+16
7175,33 0.,2.72703E+16
9073,33 0.,2.72703E+16
8365,33 0.,2.72703E+16
7589,33 0.,2.72703E+16
3117,33 0.,2.72703E+16
8272,33 0.,2.72703E+16
3436,33 0.,2.72703E+16
2496,33 0.,2.72703E+16
3993,33 0.,2.72703E+16
5719,33 0.,2.72703E+16
9362,33 0.,2.72703E+16
6556,33 0.,2.72703E+16
6832,33 0.,2.72703E+16
3877,33 0.,2.72703E+16
4576,33 0.,2.72703E+16
8377,33 0.,2.72703E+16
8544,33 0.,2.72703E+16
4314,33 0.,2.72703E+16
3383,33 0.,2.72703E+16
4879,33 0.,2.72703E+16
4753,33 0.,2.72703E+16
4475,33 0.,2.72703E+16
2374,33 0.,2.72703E+16
2643,33 0.,2.72703E+16
3683,33 0.,2.72703E+16
7252,33 0.,2.72703E+16
838,33 0.,2.72703E+16
5547,33 0.,2.72703E+16
2979,33 0.,2.72703E+16
2737,33 0.,2.72703E+16
5506,33 0.,2.72703E+16
3657,33 0.,2.72703E+16
3170,33 0.,2.72703E+16
8298,33 0.,2.72703E+16
2832,33 0.,2.72703E+16
6862,33 0.,2.72703E+16
8374,33 0.,2.72703E+16
3722,33 0.,2.72703E+16
2719,33 0.,2.72703E+16
8262,33 0.,2.72703E+16
2854,33 0.,2.72703E+16
870,33 0.,2.72703E+16
3591,33 0.,2.72703E+16
8673,33 0.,2.72703E+16
9499,33 0.,2.72703E+16
2186,33 0.,2.72703E+16
5900,33 0.,2.72703E+16
6577,33 0.,2.72703E+16
3156,33 0.,2.72703E+16
8107,33 0.,2.72703E+16
5704,33 0.,2.72703E+16
4356,33 0.,2.72703E+16
1649,33 0.,2.72703E+16
5995,33 0.,2.72703E+16
4301,33 0.,2.72703E+16
6952,33 0.,2.72703E+16
6641,33 0.,2.72703E+16
5602,33 0.,2.72703E+16
7543,33 0.,2.72703E+16
7673,33 0.,2.72703E+16
3706,33 0.,2.72703E+16
8477,33 0.,2.72703E+16
6013,33 0.,2.72703E+16
8537,33 0.,2.72703E+16
6428,33 0.,2.72703E+16
3576,33 0.,2.72703E+16
1276,33 0.,2.72703E+16
5998,33 0.,2.72703E+16
7963,33 0.,2.72703E+16
8089,33 0.,2.72703E+16
8114,33 0.,2.72703E+16
3937,33 0.,2.72703E+16
3849,33 0.,2.72703E+16
9867,33 0.,2.72703E+16
7826,33 0.,2.72703E+16
9799,33 0.,2.72703E+16
7566,33 0.,2.72703E+16
3935,33 0.,2.72703E+16
7138,33 0.,2.72703E+16
8970,33 0.,2.72703E+16
4318,33 0.,2.72703E+16
6578,33 0.,2.72703E+16
8139,33 0.,2.72703E+16
7964,33 0.,2.72703E+16
6605,33 0.,2.72703E+16
4409,33 0.,2.72703E+16
8968,33 0.,2.72703E+16
2766,33 0.,2.72703E+16
7221,33 0.,2.72703E+16
5572,33 0.,2.72703E+16
4241,33 0.,2.72703E+16
2184,33 0.,2.72703E+16
8275,33 0.,2.72703E+16
9135,33 0.,2.72703E+16
2091,33 0.,2.72703E+16
7606,33 0.,2.72703E+16
5561,33 0.,2.72703E+16
6860,33 0.,2.72703E+16
169,33 0.,2.72703E+16
6281,33 0.,2.72703E+16
6225,33 0.,2.72703E+16
6317,33 0.,2.72703E+16
6178,33 0.,2.72703E+16
5913,33 0.,2.72703E+16
4877,33 0.,2.72703E+16
6755,33 0.,2.72703E+16
1067,33 0.,2.72703E+16
6601,33 0.,2.72703E+16
9786,33 0.,2.72703E+16
3727,33 0.,2.72703E+16
2723,33 0.,2.72703E+16
6731,33 0.,2.72703E+16
3550,33 0.,2.72703E+16
9785,33 0.,2.72703E+16
972,33 0.,2.72703E+16
2187,33 0.,2.72703E+16
7112,33 0.,2.72703E+16
2448,33 0.,2.72703E+16
6117,33 0.,2.72703E+16
7273,33 0.,2.72703E+16
2914,33 0.,2.72703E+16
1538,33 0.,2.72703E+16
3261,33 0.,2.72703E+16
136,33 0.,2.72703E+16
2396,33 0.,2.72703E+16
2879,33 0.,2.72703E+16
142,33 0.,2.72703E+16
5341,33 0.,2.72703E+16
5946,33 0.,2.72703E+16
2393,33 0.,2.72703E+16
8953,33 0.,2.72703E+16
9701,33 0.,2.72703E+16
4452,33 0.,2.72703E+16
5345,33 0.,2.72703E+16
6585,33 0.,2.72703E+16
5887,33 0.,2.72703E+16
1293,33 0.,2.72703E+16
4713,33 0.,2.72703E+16
9103,33 0.,2.72703E+16
2731,33 0.,2.72703E+16
2917,33 0.,2.72703E+16
6171,33 0.,2.72703E+16
9098,33 0.,2.72703E+16
2969,33 0.,2.72703E+16
4948,32 0.,2.64439E+16
6413,32 0.,2.64439E+16
3634,32 0.,2.64439E+16
5690,32 0.,2.64439E+16
3442,32 0.,2.64439E+16
246,32 0.,2.64439E+16
3348,32 0.,2.64439E+16
3836,32 0.,2.64439E+16
7536,32 0.,2.64439E+16
40,32 0.,2.64439E+16
3765,32 0.,2.64439E+16
4234,32 0.,2.64439E+16
8476,32 0.,2.64439E+16
4334,32 0.,2.64439E+16
7919,32 0.,2.64439E+16
3718,32 0.,2.64439E+16
9266,32 0.,2.64439E+16
1295,32 0.,2.64439E+16
7905,32 0.,2.64439E+16
6400,32 0.,2.64439E+16
2197,32 0.,2.64439E+16
3464,32 0.,2.64439E+16
3397,32 0.,2.64439E+16
5847,32 0.,2.64439E+16
8893,32 0.,2.64439E+16
3477,32 0.,2.64439E+16
937,32 0.,2.64439E+16
2565,32 0.,2.64439E+16
5086,32 0.,2.64439E+16
2079,32 0.,2.64439E+16
472,32 0.,2.64439E+16
3248,32 0.,2.64439E+16
8273,32 0.,2.64439E+16
8245,32 0.,2.64439E+16
738,32 0.,2.64439E+16
6765,32 0.,2.64439E+16
5755,32 0.,2.64439E+16
7632,32 0.,2.64439E+16
1448,32 0.,2.64439E+16
7189,32 0.,2.64439E+16
6898,32 0.,2.64439E+16
5496,32 0.,2.64439E+16
6970,32 0.,2.64439E+16
3826,32 0.,2.64439E+16
4042,32 0.,2.64439E+16
7102,32 0.,2.64439E+16
7903,32 0.,2.64439E+16
7775,32 0.,2.64439E+16
2889,32 0.,2.64439E+16
4755,32 0.,2.64439E+16
4484,32 0.,2.64439E+16
8576,32 0.,2.64439E+16
8593,32 0.,2.64439E+16
2664,32 0.,2.64439E+16
2491,32 0.,2.64439E+16
2459,32 0.,2.64439E+16
4480,32 0.,2.64439E+16
2923,32 0.,2.64439E+16
2641,32 0.,2.64439E+16
1738,32 0.,2.64439E+16
5967,32 0.,2.64439E+16
6121,32 0.,2.64439E+16
8332,32 0.,2.64439E+16
2883,32 0.,2.64439E+16
5144,32 0.,2.64439E+16
9896,32 0.,2.64439E+16
2042,32 0.,2.64439E+16
9997,32 0.,2.64439E+16
6320,32 0.,2.64439E+16
2657,32 0.,2.64439E+16
2768,32 0.,2.64439E+16
2774,32 0.,2.64439E+16
5295,32 0.,2.64439E+16
8347,32 0.,2.64439E+16
5579,32 0.,2.64439E+16
2246,32 0.,2.64439E+16
8727,32 0.,2.64439E+16
3489,32 0.,2.64439E+16
3075,32 0.,2.64439E+16
2765,32 0.,2.64439E+16
3720,32 0.,2.64439E+16
2463,32 0.,2.64439E+16
5183,32 0.,2.64439E+16
2279,32 0.,2.64439E+16
5485,32 0.,2.64439E+16
8238,32 0.,2.64439E+16
7281,32 0.,2.64439E+16
4236,32 0.,2.64439E+16
6555,32 0.,2.64439E+16
4835,32 0.,2.64439E+16
2758,32 0.,2.64439E+16
7005,32 0.,2.64439E+16
2786,32 0.,2.64439E+16
6170,32 0.,2.64439E+16
6368,32 0.,2.64439E+16
6243,32 0.,2.64439E+16
6134,32 0.,2.64439E+16
7250,32 0.,2.64439E+16
6851,32 0.,2.64439E+16
7870,32 0.,2.64439E+16
9321,32 0.,2.64439E+16
5684,32 0.,2.64439E+16
7613,32 0.,2.64439E+16
2193,32 0.,2.64439E+16
2083,32 0.,2.64439E+16
5608,32 0.,2.64439E+16
3845,32 0.,2.64439E+16
9929,32 0.,2.64439E+16
6479,32 0.,2.64439E+16
3513,32 0.,2.64439E+16
6136,32 0.,2.64439E+16
3426,32 0.,2.64439E+16
5406,32 0.,2.64439E+16
7424,32 0.,2.64439E+16
5983,32 0.,2.64439E+16
7999,32 0.,2.64439E+16
6646,32 0.,2.64439E+16
9455,32 0.,2.64439E+16
9804,32 0.,2.64439E+16
6264,32 0.,2.64439E+16
7151,32 0.,2.64439E+16
7846,32 0.,2.64439E+16
6766,32 0.,2.64439E+16
9244,32 0.,2.64439E+16
766,32 0.,2.64439E+16
2695,32 0.,2.64439E+16
9961,32 0.,2.64439E+16
7141,32 0.,2.64439E+16
9993,32 0.,2.64439E+16
9071,32 0.,2.64439E+16
6261,32 0.,2.64439E+16
1726,32 0.,2.64439E+16
4158,32 0.,2.64439E+16
444,32 0.,2.64439E+16
7461,32 0.,2.64439E+16
7764,32 0.,2.64439E+16
9750,32 0.,2.64439E+16
3584,32 0.,2.64439E+16
1576,32 0.,2.64439E+16
7918,32 0.,2.64439E+16
4821,32 0.,2.64439E+16
1494,32 0.,2.64439E+16
9182,32 0.,2.64439E+16
6975,32 0.,2.64439E+16
9313,32 0.,2.64439E+16
7729,32 0.,2.64439E+16
6324,32 0.,2.64439E+16
4332,32 0.,2.64439E+16
7706,32 0.,2.64439E+16
4221,32 0.,2.64439E+16
666,32 0.,2.64439E+16
8649,32 0.,2.64439E+16
2836,32 0.,2.64439E+16
67,32 0.,2.64439E+16
4657,32 0.,2.64439E+16
9206,32 0.,2.64439E+16
5963,32 0.,2.64439E+16
6333,32 0.,2.64439E+16
6627,32 0.,2.64439E+16
541,32 0.,2.64439E+16
2955,32 0.,2.64439E+16
7983,32 0.,2.64439E+16
5836,32 0.,2.64439E+16
8459,32 0.,2.64439E+16
7447,32 0.,2.64439E+16
2958,32 0.,2.64439E+16
6433,32 0.,2.64439E+16
1637,32 0.,2.64439E+16
2471,32 0.,2.64439E+16
5961,32 0.,2.64439E+16
7214,32 0.,2.64439E+16
9251,32 0.,2.64439E+16
1782,32 0.,2.64439E+16
7743,32 0.,2.64439E+16
9984,32 0.,2.64439E+16
2650,32 0.,2.64439E+16
7266,32 0.,2.64439E+16
7696,32 0.,2.64439E+16
6919,32 0.,2.64439E+16
1864,32 0.,2.64439E+16
5483,32 0.,2.64439E+16
1674,32 0.,2.64439E+16
6687,32 0.,2.64439E+16
5601,32 0.,2.64439E+16
9905,32 0.,2.64439E+16
3106,32 0.,2.64439E+16
4489,32 0.,2.64439E+16
5767,32 0.,2.64439E+16
2081,32 0.,2.64439E+16
3391,32 0.,2.64439E+16
3784,32 0.,2.64439E+16
542,32 0.,2.64439E+16
5399,32 0.,2.64439E+16
8919,32 0.,2.64439E+16
936,32 0.,2.64439E+16
2681,32 0.,2.64439E+16
1274,32 0.,2.64439E+16
2990,32 0.,2.64439E+16
8171,32 0.,2.64439E+16
6383,32 0.,2.64439E+16
6973,32 0.,2.64439E+16
7795,32 0.,2.64439E+16
6861,32 0.,2.64439E+16
5368,32 0.,2.64439E+16
3830,32 0.,2.64439E+16
4005,32 0.,2.64439E+16
9030,32 0.,2.64439E+16
1443,32 0.,2.64439E+16
2756,32 0.,2.64439E+16
76,31 0.,2.56176E+16
7260,31 0.,2.56176E+16
5275,31 0.,2.56176E+16
6581,31 0.,2.56176E+16
3281,31 0.,2.56176E+16
8936,31 0.,2.56176E+16
8961,31 0.,2.56176E+16
2274,31 0.,2.56176E+16
4041,31 0.,2.56176E+16
7533,31 0.,2.56176E+16
4892,31 0.,2.56176E+16
2753,31 0.,2.56176E+16
1796,31 0.,2.56176E+16
951,31 0.,2.56176E+16
3667,31 0.,2.56176E+16
4205,31 0.,2.56176E+16
5380,31 0.,2.56176E+16
7792,31 0.,2.56176E+16
6308,31 0.,2.56176E+16
6357,31 0.,2.56176E+16
9862,31 0.,2.56176E+16
9885,31 0.,2.56176E+16
4571,31 0.,2.56176E+16
7484,31 0.,2.56176E+16
7479,31 0.,2.56176E+16
4170,31 0.,2.56176E+16
8906,31 0.,2.56176E+16
8573,31 0.,2.56176E+16
3780,31 0.,2.56176E+16
5424,31 0.,2.56176E+16
5229,31 0.,2.56176E+16
4522,31 0.,2.56176E+16
9151,31 0.,2.56176E+16
3854,31 0.,2.56176E+16
837,31 0.,2.56176E+16
4625,31 0.,2.56176E+16
8371,31 0.,2.56176E+16
2376,31 0.,2.56176E+16
7715,31 0.,2.56176E+16
736,31 0.,2.56176E+16
9462,31 0.,2.56176E+16
6506,31 0.,2.56176E+16
8663,31 0.,2.56176E+16
9907,31 0.,2.56176E+16
9541,31 0.,2.56176E+16
3726,31 0.,2.56176E+16
8738,31 0.,2.56176E+16
4261,31 0.,2.56176E+16
1446,31 0.,2.56176E+16
8289,31 0.,2.56176E+16
3990,31 0.,2.56176E+16
7699,31 0.,2.56176E+16
3049,31 0.,2.56176E+16
3545,31 0.,2.56176E+16
5489,31 0.,2.56176E+16
7139,31 0.,2.56176E+16
6306,31 0.,2.56176E+16
3192,31 0.,2.56176E+16
3736,31 0.,2.56176E+16
3175,31 0.,2.56176E+16
6360,31 0.,2.56176E+16
7009,31 0.,2.56176E+16
1695,31 0.,2.56176E+16
572,31 0.,2.56176E+16
6064,31 0.,2.56176E+16
1839,31 0.,2.56176E+16
2868,31 0.,2.56176E+16
4288,31 0.,2.56176E+16
2490,31 0.,2.56176E+16
8274,31 0.,2.56176E+16
3209,31 0.,2.56176E+16
734,31 0.,2.56176E+16
6820,31 0.,2.56176E+16
2283,31 0.,2.56176E+16
3487,31 0.,2.56176E+16
5979,31 0.,2.56176E+16
4046,31 0.,2.56176E+16
4218,31 0.,2.56176E+16
3109,31 0.,2.56176E+16
5482,31 0.,2.56176E+16
4144,31 0.,2.56176E+16
4146,31 0.,2.56176E+16
3677,31 0.,2.56176E+16
8567,31 0.,2.56176E+16
9590,31 0.,2.56176E+16
6504,31 0.,2.56176E+16
8557,31 0.,2.56176E+16
7630,31 0.,2.56176E+16
7247,31 0.,2.56176E+16
6477,31 0.,2.56176E+16
7004,31 0.,2.56176E+16
7827,31 0.,2.56176E+16
7131,31 0.,2.56176E+16
4685,31 0.,2.56176E+16
3694,31 0.,2.56176E+16
8158,31 0.,2.56176E+16
8494,31 0.,2.56176E+16
4509,31 0.,2.56176E+16
6895,31 0.,2.56176E+16
4166,31 0.,2.56176E+16
2482,31 0.,2.56176E+16
2663,31 0.,2.56176E+16
2998,31 0.,2.56176E+16
5139,31 0.,2.56176E+16
4355,31 0.,2.56176E+16
7455,31 0.,2.56176E+16
4129,31 0.,2.56176E+16
4624,31 0.,2.56176E+16
9237,31 0.,2.56176E+16
9695,31 0.,2.56176E+16
3193,31 0.,2.56176E+16
3373,31 0.,2.56176E+16
9168,31 0.,2.56176E+16
6852,31 0.,2.56176E+16
3713,31 0.,2.56176E+16
8345,31 0.,2.56176E+16
5369,31 0.,2.56176E+16
3398,31 0.,2.56176E+16
6131,31 0.,2.56176E+16
9634,31 0.,2.56176E+16
3856,31 0.,2.56176E+16
7682,31 0.,2.56176E+16
5062,31 0.,2.56176E+16
874,31 0.,2.56176E+16
3767,31 0.,2.56176E+16
6350,31 0.,2.56176E+16
9789,31 0.,2.56176E+16
6956,31 0.,2.56176E+16
4426,31 0.,2.56176E+16
3846,31 0.,2.56176E+16
1442,31 0.,2.56176E+16
2137,31 0.,2.56176E+16
4269,31 0.,2.56176E+16
7180,31 0.,2.56176E+16
6982,31 0.,2.56176E+16
6827,31 0.,2.56176E+16
5791,31 0.,2.56176E+16
7268,31 0.,2.56176E+16
8550,31 0.,2.56176E+16
1746,31 0.,2.56176E+16
7850,31 0.,2.56176E+16
5877,31 0.,2.56176E+16
6356,31 0.,2.56176E+16
3179,31 0.,2.56176E+16
6460,31 0.,2.56176E+16
4027,31 0.,2.56176E+16
1465,31 0.,2.56176E+16
3981,31 0.,2.56176E+16
9053,31 0.,2.56176E+16
3648,31 0.,2.56176E+16
3070,31 0.,2.56176E+16
3185,31 0.,2.56176E+16
4285,31 0.,2.56176E+16
5751,31 0.,2.56176E+16
2938,31 0.,2.56176E+16
3751,31 0.,2.56176E+16
4101,31 0.,2.56176E+16
9828,31 0.,2.56176E+16
8063,31 0.,2.56176E+16
8473,31 0.,2.56176E+16
9806,31 0.,2.56176E+16
3059,31 0.,2.56176E+16
5940,31 0.,2.56176E+16
3023,31 0.,2.56176E+16
9399,31 0.,2.56176E+16
4852,31 0.,2.56176E+16
9197,31 0.,2.56176E+16
9054,31 0.,2.56176E+16
3564,31 0.,2.56176E+16
6009,31 0.,2.56176E+16
5036,31 0.,2.56176E+16
3597,31 0.,2.56176E+16
2075,31 0.,2.56176E+16
6430,31 0.,2.56176E+16
876,31 0.,2.56176E+16
4133,31 0.,2.56176E+16
199,31 0.,2.56176E+16
5065,31 0.,2.56176E+16
2073,31 0.,2.56176E+16
6341,31 0.,2.56176E+16
3481,31 0.,2.56176E+16
6228,31 0.,2.56176E+16
4265,31 0.,2.56176E+16
3890,31 0.,2.56176E+16
4076,31 0.,2.56176E+16
6857,31 0.,2.56176E+16
3490,31 0.,2.56176E+16
3347,31 0.,2.56176E+16
1644,31 0.,2.56176E+16
6940,31 0.,2.56176E+16
4626,31 0.,2.56176E+16
255,31 0.,2.56176E+16
1774,31 0.,2.56176E+16
2439,31 0.,2.56176E+16
9974,31 0.,2.56176E+16
238,31 0.,2.56176E+16
5439,31 0.,2.56176E+16
7030,31 0.,2.56176E+16
2690,31 0.,2.56176E+16
3027,31 0.,2.56176E+16
4875,31 0.,2.56176E+16
6887,31 0.,2.56176E+16
5503,31 0.,2.56176E+16
4472,31 0.,2.56176E+16
9720,31 0.,2.56176E+16
3104,31 0.,2.56176E+16
2287,31 0.,2.56176E+16
6971,31 0.,2.56176E+16
4989,31 0.,2.56176E+16
9610,31 0.,2.56176E+16
5722,31 0.,2.56176E+16
7002,31 0.,2.56176E+16
9809,31 0.,2.56176E+16
3867,31 0.,2.56176E+16
8429,31 0.,2.56176E+16
6745,31 0.,2.56176E+16
2082,31 0.,2.56176E+16
332,31 0.,2.56176E+16
1773,31 0.,2.56176E+16
2864,31 0.,2.56176E+16
4280,31 0.,2.56176E+16
9965,31 0.,2.56176E+16
1665,31 0.,2.56176E+16
8694,30 0.,2.47912E+16
3734,30 0.,2.47912E+16
3647,30 0.,2.47912E+16
9892,30 0.,2.47912E+16
5039,30 0.,2.47912E+16
2085,30 0.,2.47912E+16
8644,30 0.,2.47912E+16
3999,30 0.,2.47912E+16
8779,30 0.,2.47912E+16
1841,30 0.,2.47912E+16
1769,30 0.,2.47912E+16
6362,30 0.,2.47912E+16
5806,30 0.,2.47912E+16
4137,30 0.,2.47912E+16
6586,30 0.,2.47912E+16
3682,30 0.,2.47912E+16
6371,30 0.,2.47912E+16
4666,30 0.,2.47912E+16
2992,30 0.,2.47912E+16
3755,30 0.,2.47912E+16
4054,30 0.,2.47912E+16
6396,30 0.,2.47912E+16
5914,30 0.,2.47912E+16
4929,30 0.,2.47912E+16
5443,30 0.,2.47912E+16
5952,30 0.,2.47912E+16
9882,30 0.,2.47912E+16
9205,30 0.,2.47912E+16
7508,30 0.,2.47912E+16
2462,30 0.,2.47912E+16
3789,30 0.,2.47912E+16
8269,30 0.,2.47912E+16
3259,30 0.,2.47912E+16
9068,30 0.,2.47912E+16
6270,30 0.,2.47912E+16
6791,30 0.,2.47912E+16
9095,30 0.,2.47912E+16
4464,30 0.,2.47912E+16
5732,30 0.,2.47912E+16
7586,30 0.,2.47912E+16
7472,30 0.,2.47912E+16
8570,30 0.,2.47912E+16
7551,30 0.,2.47912E+16
4765,30 0.,2.47912E+16
5830,30 0.,2.47912E+16
3273,30 0.,2.47912E+16
9567,30 0.,2.47912E+16
6070,30 0.,2.47912E+16
3949,30 0.,2.47912E+16
5109,30 0.,2.47912E+16
7819,30 0.,2.47912E+16
6724,30 0.,2.47912E+16
62,30 0.,2.47912E+16
5838,30 0.,2.47912E+16
4258,30 0.,2.47912E+16
8278,30 0.,2.47912E+16
2680,30 0.,2.47912E+16
9635,30 0.,2.47912E+16
2902,30 0.,2.47912E+16
5292,30 0.,2.47912E+16
4240,30 0.,2.47912E+16
5668,30 0.,2.47912E+16
773,30 0.,2.47912E+16
5753,30 0.,2.47912E+16
7920,30 0.,2.47912E+16
8493,30 0.,2.47912E+16
